"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1003","3.7897152825416403E-1","0.0000000000000000E+0","0.0000000000000000E+0","2.6119302326483823E-11","1.2092466071873804E+0","0.0000000000000000E+0","3.7726140482552610E+0","6.3033658264674441E+0","2.7940638542506132E+1","1.0000000059938730E+0","1.215058560962404E-2"
"1002","3.7880688557591541E-1","0.0000000000000000E+0","0.0000000000000000E+0","3.4351054458847572E-11","1.2100699044587853E+0","0.0000000000000000E+0","3.7726139430813168E+0","6.3033287281787924E+0","2.7940474098635622E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1001","3.7858736963743189E-1","0.0000000000000000E+0","0.0000000000000000E+0","2.8446387803820345E-11","1.2111680505190847E+0","0.0000000000000000E+0","3.7726134750675335E+0","6.3032792700733919E+0","2.7940254867976311E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1000","3.7836786250024818E-1","0.0000000000000000E+0","0.0000000000000000E+0","1.5685288198028221E-11","1.2122666727388252E+0","0.0000000000000000E+0","3.7726126324156226E+0","6.3032298192609391E+0","2.7940035669644118E+1","1.0000000001222147E+0","1.215058560962404E-2"
"999","3.7814836425003540E-1","0.0000000000000000E+0","0.0000000000000000E+0","3.3278719700251703E-11","1.2133657714600814E+0","0.0000000000000000E+0","3.7726114150925083E+0","6.3031803758719658E+0","2.7939816504217639E+1","1.0000000000000000E+0","1.215058560962404E-2"
"998","3.7792887497235639E-1","0.0000000000000000E+0","0.0000000000000000E+0","2.9569052829081141E-11","1.2144653470257576E+0","0.0000000000000000E+0","3.7726098230657379E+0","6.3031309400324229E+0","2.7939597372255172E+1","1.0000000000000000E+0","1.215058560962404E-2"
"997","3.7770939475288784E-1","0.0000000000000000E+0","0.0000000000000000E+0","2.7484039563545411E-11","1.2155653997786879E+0","0.0000000000000000E+0","3.7726078563029679E+0","6.3030815118717189E+0","2.7939378274330338E+1","1.0000000000000000E+0","1.215058560962404E-2"
"996","3.8045352702372448E-1","0.0000000000000000E+0","0.0000000000000000E+0","2.4784136458532545E-11","1.2018489521083444E+0","0.0000000000000000E+0","3.7726055149817523E+0","6.3036998836008760E+0","2.7942119302131182E+1","1.0000002064238183E+0","1.215058560962404E-2"
"995","3.8067311432105250E-1","0.0000000000000000E+0","0.0000000000000000E+0","2.8504254677535554E-11","1.2007548396224330E+0","0.0000000000000000E+0","3.7726027999371059E+0","6.3037493985645892E+0","2.7942338784823708E+1","1.0000002014762579E+0","1.215058560962404E-2"
"994","3.8089270960783328E-1","0.0000000000000000E+0","0.0000000000000000E+0","6.6123567836968302E-11","1.1996612000583633E+0","0.0000000000000000E+0","3.7725997105802405E+0","6.3037989196172495E+0","2.7942558294506426E+1","1.0000001906433287E+0","1.215058560962404E-2"
