"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1145","8.2338983102485563E-1","0.0000000000000000E+0","3.6867260822713629E-3","-1.8663094559298700E-15","1.2655277462611700E-1","9.0845361544864190E-16","3.1742348815922661E+0","2.7430874445074775E+0","1.2159157010314788E+1","1.1782117130874994E+3","1.215058560962404E-2"
