"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1168","4.8784941344943100E-1","8.6598593557315040E-1","0.0000000000000000E+0","-6.2382090257722046E-5","2.5012854971137490E-5","0.0000000000000000E+0","2.9879970501089130E+0","6.5826921582989781E+0","2.9178795471354874E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1167","4.8784941344943100E-1","8.6573585020219657E-1","0.0000000000000000E+0","-4.5768101074472535E-4","1.8348413922030687E-4","0.0000000000000000E+0","2.9879969966420292E+0","6.5826921150534057E+0","2.9178795279662218E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1166","4.8784941344943100E-1","8.6748694459757147E-1","0.0000000000000000E+0","2.3092400217831349E-3","-9.2665770800902587E-4","0.0000000000000000E+0","2.9879956640344716E+0","6.5826910014665314E+0","2.9178790343517122E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1165","4.8784941344943100E-1","8.6898878626037723E-1","0.0000000000000000E+0","4.6805429077251687E-3","-1.8797582323656552E-3","0.0000000000000000E+0","2.9879913519224544E+0","6.5826873971713713E+0","2.9178774366924447E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1164","4.8784941344943100E-1","8.7049143414758767E-1","0.0000000000000000E+0","7.0514913864216967E-3","-2.8342679857374224E-3","0.0000000000000000E+0","2.9879841138781797E+0","6.5826813474083696E+0","2.9178747550419434E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1163","4.8784941344943100E-1","8.7199486174372676E-1","0.0000000000000000E+0","9.4220502301610599E-3","-3.7901661753422414E-3","0.0000000000000000E+0","2.9879739500788252E+0","6.5826728525484972E+0","2.9178709895646463E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1162","4.8784941344943100E-1","8.7349904243636556E-1","0.0000000000000000E+0","1.1792184171029323E-2","-4.7474319513289903E-3","0.0000000000000000E+0","2.9879608607737342E+0","6.5826619131253983E+0","2.9178661404970988E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1161","4.8784941344943100E-1","8.7500394952069727E-1","0.0000000000000000E+0","1.4161857907347003E-2","-5.7060444100510508E-3","0.0000000000000000E+0","2.9879448462847122E+0","6.5826485298250148E+0","2.9178602081433560E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1160","4.8784941344943100E-1","8.7650955620413096E-1","0.0000000000000000E+0","1.6531036110098769E-2","-6.6659825973198359E-3","0.0000000000000000E+0","2.9879259070062831E+0","6.5826327034949390E+0","2.9178531928791262E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1159","4.8784941344943100E-1","8.7801583561100860E-1","0.0000000000000000E+0","1.8899683429457529E-2","-7.6272255119136621E-3","0.0000000000000000E+0","2.9879040434059219E+0","6.5826144351312550E+0","2.9178450951459386E+1","1.0000000000000000E+0","1.215058560962404E-2"
