"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1037","8.3690888734309465E-1","0.0000000000000000E+0","0.0000000000000000E+0","6.0314258522129136E-16","5.2232242080210143E-5","0.0000000000000000E+0","3.1883411154606089E+0","2.6915795567917442E+0","1.1930840375619345E+1","1.3377103345065409E+3","1.215058560962404E-2"
"1036","8.3684204873514156E-1","0.0000000000000000E+0","0.0000000000000000E+0","-9.6147362765644370E-16","6.1215155075102022E-4","0.0000000000000000E+0","3.1883408033221095E+0","2.6915806538240439E+0","1.1930845238383748E+1","1.3377066725778245E+3","1.215058560962404E-2"
"1035","8.3710989601132491E-1","0.0000000000000000E+0","0.0000000000000000E+0","0.0000000000000000E+0","-1.6283286394573081E-3","0.0000000000000000E+0","3.1883388951014564E+0","2.6915873604623064E+0","1.1930874966589389E+1","1.3376842860640313E+3","1.215058560962404E-2"
"1034","8.3664202431832047E-1","0.0000000000000000E+0","0.0000000000000000E+0","5.5746560608309100E-16","2.2911089023529129E-3","0.0000000000000000E+0","3.1883367101395872E+0","2.6915950398332100E+0","1.1930909006582080E+1","1.3376586532633830E+3","1.215058560962404E-2"
"1033","8.3731164608384867E-1","0.0000000000000000E+0","0.0000000000000000E+0","-6.0144552307473719E-16","-3.3100974910474077E-3","0.0000000000000000E+0","3.1883319396179171E+0","2.6916118068982122E+0","1.1930983329176634E+1","1.3376026892295270E+3","1.215058560962404E-2"
"1032","8.3644273483789033E-1","0.0000000000000000E+0","0.0000000000000000E+0","5.1575846666383367E-16","3.9688689985405926E-3","0.0000000000000000E+0","3.1883278818659462E+0","2.6916260691668521E+0","1.1931046548876049E+1","1.3375550881705126E+3","1.215058560962404E-2"
"1031","8.3751414028557547E-1","0.0000000000000000E+0","0.0000000000000000E+0","4.0497256001222210E-16","-4.9930788146243165E-3","0.0000000000000000E+0","3.1883202491227016E+0","2.6916528978637002E+0","1.1931165471201334E+1","1.3374655524859463E+3","1.215058560962404E-2"
"1030","8.3624417747524971E-1","0.0000000000000000E+0","0.0000000000000000E+0","6.9072092799960271E-16","5.6454365198057776E-3","0.0000000000000000E+0","3.1883143186379508E+0","2.6916737440903544E+0","1.1931257875307324E+1","1.3373959879980182E+3","1.215058560962404E-2"
"1029","8.3771738131291684E-1","0.0000000000000000E+0","0.0000000000000000E+0","0.0000000000000000E+0","-6.6772770571494160E-3","0.0000000000000000E+0","3.1883038238074257E+0","2.6917106363197774E+0","1.1931421405788612E+1","1.3372728900879351E+3","1.215058560962404E-2"
"1028","8.3604634938403244E-1","0.0000000000000000E+0","0.0000000000000000E+0","0.0000000000000000E+0","7.3208161988254855E-3","0.0000000000000000E+0","3.1882960206632389E+0","2.6917380680908947E+0","1.1931543001333351E+1","1.3371813691800901E+3","1.215058560962404E-2"
"1027","8.3792137183358573E-1","0.0000000000000000E+0","0.0000000000000000E+0","-6.0029657232794168E-16","-8.3626966099554778E-3","0.0000000000000000E+0","3.1882826639445274E+0","2.6917850264171794E+0","1.1931751151337240E+1","1.3370247221882885E+3","1.215058560962404E-2"
"1026","8.3584924769024216E-1","0.0000000000000000E+0","0.0000000000000000E+0","-3.7809449808778201E-16","8.9950128198304606E-3","0.0000000000000000E+0","3.1882729882185323E+0","2.6918190458867763E+0","1.1931901947868740E+1","1.3369112537963906E+3","1.215058560962404E-2"
"1025","8.3812611448637975E-1","0.0000000000000000E+0","0.0000000000000000E+0","3.5577784751505583E-16","-1.0049341808078814E-2","0.0000000000000000E+0","3.1882567698892044E+0","2.6918760734887464E+0","1.1932154731485852E+1","1.3367210747365962E+3","1.215058560962404E-2"
"1024","8.3565286949237461E-1","0.0000000000000000E+0","0.0000000000000000E+0","5.8335553272068906E-16","1.0668031217980080E-2","0.0000000000000000E+0","3.1882452216478727E+0","2.6919166834337411E+0","1.1932334741313230E+1","1.3365856696062583E+3","1.215058560962404E-2"
"1023","8.3833161188095662E-1","0.0000000000000000E+0","0.0000000000000000E+0","1.1854442849326768E-15","-1.1737216929595954E-2","0.0000000000000000E+0","3.1882261420813842E+0","2.6919837840452425E+0","1.1932632175094414E+1","1.3363619795471016E+3","1.215058560962404E-2"
"1022","8.3545721186152810E-1","0.0000000000000000E+0","0.0000000000000000E+0","-1.7160839206851629E-16","1.2339876278741675E-2","0.0000000000000000E+0","3.1882127213608786E+0","2.6920309879329221E+0","1.1932841413586953E+1","1.3362046499696689E+3","1.215058560962404E-2"
"1021","8.3853786659759300E-1","0.0000000000000000E+0","0.0000000000000000E+0","0.0000000000000000E+0","-1.3426326194941569E-2","0.0000000000000000E+0","3.1881907810477084E+0","2.6921081657681882E+0","1.1933183516212443E+1","1.3359474743176688E+3","1.215058560962404E-2"
"1020","8.3526227184150159E-1","0.0000000000000000E+0","0.0000000000000000E+0","-4.8676033136712828E-16","1.4010552937277985E-2","0.0000000000000000E+0","3.1881754878310335E+0","2.6921619678379001E+0","1.1933422002161704E+1","1.3357682339255150E+3","1.215058560962404E-2"
"1019","8.3874488118693447E-1","0.0000000000000000E+0","0.0000000000000000E+0","4.0995396126116491E-16","-1.5116673766233751E-2","0.0000000000000000E+0","3.1881506874035437E+0","2.6922492275052274E+0","1.1933808794058486E+1","1.3354776026593941E+3","1.215058560962404E-2"
"1018","8.3506804644887977E-1","0.0000000000000000E+0","0.0000000000000000E+0","-5.7749632951119367E-16","1.5680066177832939E-2","0.0000000000000000E+0","3.1881335215939863E+0","2.6923096328625293E+0","1.1934076550095636E+1","1.3352764660533414E+3","1.215058560962404E-2"
"1017","8.3895265816972897E-1","0.0000000000000000E+0","0.0000000000000000E+0","4.2774443920012040E-16","-1.6808263746587039E-2","0.0000000000000000E+0","3.1881058618550187E+0","2.6924069792640233E+0","1.1934508052993046E+1","1.3349524140618087E+3","1.215058560962404E-2"
"1016","8.3487453267310352E-1","0.0000000000000000E+0","0.0000000000000000E+0","-2.2408148551631026E-16","1.7348421033127333E-2","0.0000000000000000E+0","3.1880868232458948E+0","2.6924739939887528E+0","1.1934805106067902E+1","1.3347293964946709E+3","1.215058560962404E-2"
"1015","8.3916120003655392E-1","0.0000000000000000E+0","0.0000000000000000E+0","-2.0705630658651813E-16","-1.8501100179416276E-2","0.0000000000000000E+0","3.1880563052010804E+0","2.6925814322074215E+0","1.1935281342497156E+1","1.3343719640175925E+3","1.215058560962404E-2"
"1014","8.3468172747653091E-1","0.0000000000000000E+0","0.0000000000000000E+0","1.0175302560325390E-15","1.9015622583748740E-2","0.0000000000000000E+0","3.1880353934417749E+0","2.6926550634749176E+0","1.1935607724415510E+1","1.3341270809505966E+3","1.215058560962404E-2"
"1013","8.3937050924752521E-1","0.0000000000000000E+0","0.0000000000000000E+0","5.3694165278384290E-16","-2.0195187047741394E-2","0.0000000000000000E+0","3.1880020183355748E+0","2.6927725986479119E+0","1.1936128717147817E+1","1.3337363139149766E+3","1.215058560962404E-2"
"1012","8.3448962779448299E-1","0.0000000000000000E+0","0.0000000000000000E+0","0.0000000000000000E+0","2.0681675957561155E-2","0.0000000000000000E+0","3.1879792328938859E+0","2.6928528548636916E+0","1.1936484465168419E+1","1.3334695806103366E+3","1.215058560962404E-2"
"1011","8.3958058823199766E-1","0.0000000000000000E+0","0.0000000000000000E+0","5.8938037131888398E-16","-2.1890528273484582E-2","0.0000000000000000E+0","3.1879430022493542E+0","2.6929804920425831E+0","1.1937050236595649E+1","1.3330455311184610E+3","1.215058560962404E-2"
